order_id,order_number,customer_id,channel_id,order_date,status,currency,subtotal,discount_total,tax_total,shipping_total
579,ORD2025-000579,948,2,23/04/2025 17:44,closed,CAD,128.2,14.93,14.72,19.99
580,ORD2025-000580,149,4,23/08/2025 07:03,paid,CAD,21.27,0,2.77,7.99
581,ORD2024-000581,964,1,24/11/2024 07:52,paid,CAD,718.56,72.21,45.24,0
582,ORD2025-000582,822,1,24/06/2025 02:07,paid,CAD,142.65,0.56,18.47,0
583,ORD2025-000583,410,1,30/07/2025 04:22,closed,CAD,65.53,0,8.52,0
584,ORD2024-000584,560,1,06/12/2024 22:25,paid,CAD,22.52,0,1.57,7.99
585,ORD2025-000585,187,1,18/02/2025 19:20,paid,CAD,7.3,0.36,0.49,7.99
586,ORD2025-000586,61,1,01/01/2025 10:34,fulfilled,CAD,42.04,0,5.47,7.99
587,ORD2025-000587,237,1,18/05/2025 16:43,fulfilled,CAD,4.6,0,0.32,7.99
588,ORD2025-000588,978,1,03/09/2025 10:44,fulfilled,CAD,177.8,0,12.45,19.99
589,ORD2025-000589,448,1,07/05/2025 12:20,closed,CAD,14.5,0,1.02,7.99
590,ORD2024-000590,667,1,16/10/2024 22:26,closed,CAD,131.2,5.43,16.35,0
591,ORD2024-000591,718,3,22/09/2024 04:32,fulfilled,CAD,31.59,0,2.21,7.99
592,ORD2025-000592,908,5,13/02/2025 17:07,fulfilled,CAD,222.82,33.43,13.26,19.99
593,ORD2025-000593,172,1,24/06/2025 03:15,fulfilled,CAD,215.28,4.35,27.42,0
594,ORD2024-000594,272,3,05/11/2024 23:46,fulfilled,CAD,14.1,0,0.99,7.99
595,ORD2025-000595,136,1,08/08/2025 08:36,paid,CAD,23.17,0,3.02,7.99
596,ORD2025-000596,311,1,11/03/2025 09:21,paid,CAD,12.45,0,0.87,7.99
597,ORD2024-000597,768,6,07/10/2024 23:03,paid,CAD,73.48,2.9,9.18,0
598,ORD2024-000598,388,6,03/11/2024 23:07,paid,CAD,35.54,0,4.62,7.99
599,ORD2025-000599,217,2,11/08/2025 21:51,paid,CAD,13.5,0,1.76,7.99
600,ORD2025-000600,607,6,06/06/2025 23:35,paid,CAD,10.68,0.53,0.71,7.99
601,ORD2024-000601,52,1,02/10/2024 07:16,fulfilled,CAD,22.48,0,1.57,7.99
602,ORD2024-000602,796,2,07/12/2024 17:03,fulfilled,CAD,144.36,0,18.77,0
603,ORD2024-000603,965,1,18/12/2024 04:12,paid,CAD,365.62,0,47.52,0
604,ORD2025-000604,393,1,08/07/2025 19:48,fulfilled,CAD,26.02,0,1.82,7.99
605,ORD2025-000605,274,1,17/01/2025 19:14,cancelled,CAD,49.41,0,3.46,7.99
606,ORD2024-000606,422,6,29/09/2024 01:03,closed,CAD,44.04,0,3.08,7.99
607,ORD2025-000607,546,3,16/08/2025 04:07,fulfilled,CAD,43.14,1.44,2.92,7.99
608,ORD2025-000608,507,6,24/03/2025 04:19,paid,CAD,28.83,0,2.02,7.99
609,ORD2024-000609,977,2,14/09/2024 02:07,fulfilled,CAD,259.28,8.64,32.58,0
610,ORD2025-000610,931,4,22/03/2025 03:53,paid,CAD,263.46,17.57,31.97,19.99
611,ORD2024-000611,125,1,14/12/2024 17:39,closed,CAD,110.4,2.13,7.58,0
612,ORD2025-000612,430,1,26/06/2025 08:39,fulfilled,CAD,83.14,2.01,10.54,0
613,ORD2025-000613,995,6,10/06/2025 09:24,closed,CAD,357.44,22.04,43.6,0
614,ORD2024-000614,280,1,28/11/2024 23:58,cancelled,CAD,17.8,0.89,2.2,7.99
615,ORD2025-000615,831,4,17/01/2025 22:02,fulfilled,CAD,6.14,0,0.43,7.99
616,ORD2024-000616,916,1,28/09/2024 21:50,fulfilled,CAD,287.46,5.72,36.63,0
617,ORD2024-000617,268,6,24/09/2024 02:04,fulfilled,CAD,77.91,0,10.12,0
618,ORD2025-000618,826,1,12/06/2025 08:31,paid,CAD,24.82,0,3.23,7.99
619,ORD2025-000619,279,1,12/08/2025 18:49,paid,CAD,64.9,0,8.44,0
620,ORD2025-000620,69,3,30/08/2025 20:15,paid,CAD,57.44,0,7.47,0
621,ORD2025-000621,340,4,10/06/2025 03:29,fulfilled,CAD,40.7,2.03,2.71,7.99
622,ORD2024-000622,588,2,22/12/2024 05:16,fulfilled,CAD,14.08,0,0.99,7.99
623,ORD2024-000623,814,7,18/09/2024 22:31,fulfilled,CAD,7.38,0,0.96,7.99
624,ORD2025-000624,857,1,08/06/2025 22:53,paid,CAD,425.6,50.86,26.23,0
625,ORD2024-000625,938,3,12/11/2024 16:30,fulfilled,CAD,182.88,10.27,22.45,19.99
626,ORD2025-000626,271,1,25/05/2025 11:30,fulfilled,CAD,18.06,0,1.26,7.99
627,ORD2025-000627,758,1,01/01/2025 04:23,closed,CAD,27.28,0,1.91,7.99
628,ORD2025-000628,852,1,06/05/2025 21:21,fulfilled,CAD,129.28,8.69,15.67,19.99
629,ORD2025-000629,824,7,09/01/2025 23:00,fulfilled,CAD,34.05,1.08,4.29,7.99
630,ORD2024-000630,497,2,03/10/2024 08:13,fulfilled,CAD,14.08,0,1.83,7.99
631,ORD2024-000631,445,6,28/09/2024 18:46,paid,CAD,55.64,0,7.23,0
632,ORD2025-000632,408,1,09/04/2025 05:35,fulfilled,CAD,47.02,0.91,3.22,7.99
633,ORD2025-000633,994,1,10/02/2025 10:37,paid,CAD,341.12,5.95,43.57,0
634,ORD2025-000634,257,1,28/04/2025 09:54,fulfilled,CAD,65.24,1.11,8.34,0
635,ORD2025-000635,965,7,12/07/2025 17:44,fulfilled,CAD,127.92,15.76,14.58,19.99
636,ORD2025-000636,792,7,18/06/2025 00:59,closed,CAD,16.83,0,2.19,7.99
637,ORD2024-000637,809,3,16/11/2024 01:31,paid,CAD,65.15,1.11,4.48,0
638,ORD2025-000638,368,2,02/02/2025 07:00,fulfilled,CAD,13.54,0,1.76,7.99
639,ORD2025-000639,92,1,05/09/2025 01:38,paid,CAD,52.52,0,3.68,0
640,ORD2025-000640,734,4,14/02/2025 10:37,cancelled,CAD,105.92,0,7.42,0
641,ORD2025-000641,722,1,30/05/2025 03:14,closed,CAD,7.16,0,0.93,7.99
642,ORD2024-000642,301,2,11/09/2024 19:35,fulfilled,CAD,11.04,0,0.77,7.99
643,ORD2025-000643,780,1,03/04/2025 02:12,fulfilled,CAD,113.94,1.44,14.63,0
644,ORD2024-000644,337,1,16/12/2024 15:49,paid,CAD,22.55,0.88,1.52,7.99
645,ORD2025-000645,488,7,25/08/2025 12:39,closed,CAD,66.97,2.66,4.5,0
646,ORD2025-000646,645,1,23/04/2025 06:39,paid,CAD,39,0.89,4.96,7.99
647,ORD2025-000647,782,1,07/06/2025 04:19,fulfilled,CAD,86.68,0,11.27,0
648,ORD2025-000648,127,4,04/09/2025 00:41,fulfilled,CAD,4.02,0,0.52,7.99
649,ORD2025-000649,803,2,13/07/2025 15:19,fulfilled,CAD,70.68,3.53,8.73,0
650,ORD2025-000650,258,5,06/09/2025 06:25,fulfilled,CAD,35.68,0,2.5,7.99
651,ORD2025-000651,266,3,09/04/2025 07:53,closed,CAD,62.6,0,8.14,0
652,ORD2025-000652,309,1,15/07/2025 08:23,fulfilled,CAD,12.21,0,0.85,7.99
653,ORD2025-000653,850,3,20/02/2025 19:20,paid,CAD,151.2,0,10.59,0
654,ORD2024-000654,990,3,23/11/2024 04:40,closed,CAD,481.6,0,33.71,0
655,ORD2025-000655,577,6,08/07/2025 18:09,paid,CAD,52.92,0,6.88,0
656,ORD2025-000656,276,2,02/04/2025 17:17,fulfilled,CAD,76.25,2.15,9.64,0
657,ORD2024-000657,611,1,28/10/2024 19:37,fulfilled,CAD,8.5,0,1.1,7.99
658,ORD2024-000658,921,3,30/09/2024 13:52,closed,CAD,119.58,5.97,7.95,19.99
659,ORD2025-000659,367,7,20/01/2025 21:43,fulfilled,CAD,81.6,0,5.72,0
660,ORD2024-000660,152,3,11/11/2024 02:06,fulfilled,CAD,24.62,0,3.2,7.99
661,ORD2024-000661,863,1,24/09/2024 12:56,fulfilled,CAD,229.92,6.49,15.64,19.99
662,ORD2024-000662,936,1,09/12/2024 11:32,paid,CAD,177.56,8.95,11.8,19.99
663,ORD2025-000663,894,1,17/04/2025 13:10,fulfilled,CAD,142.72,16.47,8.84,19.99
664,ORD2025-000664,684,2,12/01/2025 01:27,fulfilled,CAD,85.23,2.87,5.76,0
665,ORD2025-000665,927,1,05/06/2025 21:45,paid,CAD,177.94,17.93,20.79,19.99
666,ORD2025-000666,328,3,08/09/2025 14:11,fulfilled,CAD,68.46,0,4.79,0
667,ORD2025-000667,232,2,20/03/2025 12:56,fulfilled,CAD,57.44,2.87,7.09,0
668,ORD2025-000668,865,1,07/04/2025 09:33,fulfilled,CAD,98.44,13.39,5.95,19.99
669,ORD2025-000669,609,1,21/02/2025 20:19,paid,CAD,54.38,0,3.8,0
670,ORD2024-000670,362,2,16/09/2024 09:42,fulfilled,CAD,14.04,0,1.83,7.99
671,ORD2025-000671,981,1,10/08/2025 12:35,fulfilled,CAD,142.02,4.8,9.61,19.99
672,ORD2025-000672,544,1,01/06/2025 18:52,fulfilled,CAD,33.27,1.11,2.25,7.99
673,ORD2025-000673,476,1,30/05/2025 20:27,fulfilled,CAD,44.24,0,3.1,7.99
674,ORD2025-000674,851,1,24/07/2025 11:14,closed,CAD,321.82,17.14,21.32,0
675,ORD2024-000675,697,3,27/09/2024 07:29,fulfilled,CAD,25.71,0,1.8,7.99
676,ORD2025-000676,666,2,07/01/2025 00:02,paid,CAD,81.32,0,5.7,0
677,ORD2025-000677,401,1,04/02/2025 22:36,closed,CAD,53.4,0,6.94,0
678,ORD2025-000678,55,3,17/01/2025 05:24,fulfilled,CAD,149.64,0,19.45,0
679,ORD2025-000679,837,2,03/03/2025 21:32,fulfilled,CAD,19.18,0,1.34,7.99
680,ORD2025-000680,526,7,19/05/2025 03:43,fulfilled,CAD,91.92,2.15,6.29,0
681,ORD2025-000681,504,1,19/08/2025 20:51,cancelled,CAD,87.84,4.39,10.85,0
682,ORD2024-000682,392,2,18/10/2024 17:59,fulfilled,CAD,10.6,0,0.74,7.99
683,ORD2024-000683,702,1,16/09/2024 11:55,closed,CAD,9.6,0,1.25,7.99
684,ORD2025-000684,498,2,18/06/2025 06:31,cancelled,CAD,137.4,0,17.86,0
685,ORD2025-000685,922,5,06/03/2025 02:45,fulfilled,CAD,291.8,1.71,20.3,0
686,ORD2025-000686,749,1,09/04/2025 03:37,fulfilled,CAD,16.12,0,1.13,7.99
687,ORD2025-000687,716,1,30/08/2025 19:55,paid,CAD,52.86,0,6.87,0
688,ORD2025-000688,194,3,21/06/2025 10:55,fulfilled,CAD,42.9,0,3.01,7.99
689,ORD2025-000689,466,2,09/04/2025 16:35,fulfilled,CAD,20.46,0,2.66,7.99
690,ORD2025-000690,155,1,22/02/2025 10:46,closed,CAD,121.06,0,15.74,0
691,ORD2024-000691,740,3,21/11/2024 10:31,fulfilled,CAD,28.7,0,2.01,7.99
692,ORD2025-000692,632,1,25/08/2025 01:18,closed,CAD,43.2,0.53,2.99,7.99
693,ORD2025-000693,129,6,31/07/2025 21:03,closed,CAD,43.2,2.16,5.34,7.99
694,ORD2025-000694,581,3,06/07/2025 13:48,paid,CAD,175.25,0.48,22.72,0
695,ORD2025-000695,158,3,16/06/2025 10:35,fulfilled,CAD,211.77,8.44,14.23,0
696,ORD2025-000696,499,3,08/04/2025 19:14,paid,CAD,57.36,1.12,7.32,0
697,ORD2024-000697,728,1,24/09/2024 20:07,closed,CAD,23.69,0,3.08,7.99
698,ORD2025-000698,400,4,28/06/2025 12:54,paid,CAD,31.77,0,4.13,7.99
699,ORD2025-000699,725,1,03/07/2025 13:24,fulfilled,CAD,44.66,0.81,5.7,7.99
700,ORD2025-000700,808,3,09/05/2025 22:56,fulfilled,CAD,5.5,0.28,0.37,7.99
701,ORD2025-000701,877,1,10/02/2025 21:32,cancelled,CAD,334.06,18.07,41.07,0
702,ORD2025-000702,555,2,27/06/2025 09:35,closed,CAD,19.06,0,1.33,7.99
703,ORD2025-000703,715,4,02/08/2025 23:55,fulfilled,CAD,55.62,0.99,7.1,0
704,ORD2025-000704,901,6,03/01/2025 22:08,fulfilled,CAD,380.16,17.97,25.35,0
705,ORD2025-000705,332,7,02/08/2025 13:00,paid,CAD,30.76,0,2.16,7.99
706,ORD2025-000706,165,7,01/02/2025 10:47,fulfilled,CAD,50,0.48,6.44,7.99
707,ORD2024-000707,94,1,27/12/2024 10:15,fulfilled,CAD,84.2,0.28,5.87,0
708,ORD2025-000708,712,1,25/02/2025 15:22,paid,CAD,15.16,0,1.97,7.99
709,ORD2025-000709,178,1,19/03/2025 00:18,cancelled,CAD,58.68,0,4.11,0
710,ORD2024-000710,437,1,19/09/2024 19:25,fulfilled,CAD,64.12,0,4.48,0
711,ORD2024-000711,622,4,09/10/2024 09:49,fulfilled,CAD,74.62,0,5.23,0
712,ORD2024-000712,723,1,24/11/2024 01:09,closed,CAD,45.86,0.55,5.89,7.99
713,ORD2025-000713,519,7,22/04/2025 21:30,closed,CAD,16.41,0,2.13,7.99
714,ORD2025-000714,229,3,05/07/2025 04:54,fulfilled,CAD,65.24,0,4.57,0
715,ORD2025-000715,586,3,17/02/2025 09:00,paid,CAD,43.11,0,5.6,7.99
716,ORD2025-000716,770,1,22/04/2025 18:53,paid,CAD,9.2,0,0.64,7.99
717,ORD2025-000717,500,1,26/04/2025 08:11,fulfilled,CAD,12.34,0,0.86,7.99
718,ORD2025-000718,492,2,26/05/2025 12:33,cancelled,CAD,72.08,0,9.37,0
719,ORD2025-000719,529,4,02/07/2025 05:22,closed,CAD,29.4,0,2.06,7.99
720,ORD2024-000720,304,5,08/12/2024 16:42,fulfilled,CAD,93.13,0,12.1,0
721,ORD2024-000721,912,2,10/11/2024 03:34,paid,CAD,475.44,34.38,57.34,0
722,ORD2025-000722,128,2,02/06/2025 07:41,fulfilled,CAD,77.74,0.28,5.42,0
723,ORD2025-000723,638,2,11/02/2025 23:55,fulfilled,CAD,11.04,0,0.77,7.99
724,ORD2025-000724,266,1,03/08/2025 14:26,fulfilled,CAD,51.58,0.41,6.65,0
725,ORD2025-000725,549,3,05/09/2025 03:06,fulfilled,CAD,30.38,0,3.95,7.99
726,ORD2025-000726,991,3,07/03/2025 02:35,fulfilled,CAD,44.12,2.21,5.45,19.99
727,ORD2025-000727,210,3,28/05/2025 09:55,paid,CAD,64.52,0,8.39,0
728,ORD2024-000728,897,1,31/12/2024 15:36,paid,CAD,85.86,2.74,10.8,19.99
729,ORD2025-000729,389,2,04/03/2025 11:09,closed,CAD,56.68,0,3.96,0
730,ORD2025-000730,533,1,01/08/2025 16:10,paid,CAD,11.14,0,0.78,7.99
731,ORD2024-000731,852,1,24/09/2024 19:04,paid,CAD,191.12,21.27,22.08,19.99
732,ORD2024-000732,431,1,02/11/2024 01:51,closed,CAD,116.72,0,8.17,0
733,ORD2025-000733,258,2,27/08/2025 11:57,paid,CAD,103.05,0,7.21,0
734,ORD2025-000734,813,1,25/08/2025 20:57,fulfilled,CAD,41.08,0,2.87,7.99
735,ORD2025-000735,214,1,09/07/2025 21:03,fulfilled,CAD,60.69,0,7.89,0
736,ORD2025-000736,550,4,31/07/2025 03:46,closed,CAD,39.49,0,5.14,7.99
737,ORD2024-000737,26,1,06/12/2024 01:49,paid,CAD,10.88,0,1.41,7.99
738,ORD2025-000738,792,3,28/01/2025 07:05,closed,CAD,16.65,0.83,2.06,7.99
739,ORD2025-000739,889,1,09/05/2025 01:40,paid,CAD,92.7,5.82,11.3,19.99
740,ORD2025-000740,975,1,27/03/2025 19:49,fulfilled,CAD,482.46,62.65,29.39,0
741,ORD2025-000741,958,1,19/01/2025 21:41,fulfilled,CAD,204,2.72,26.17,19.99
742,ORD2024-000742,936,1,18/10/2024 02:13,fulfilled,CAD,184.7,15.98,11.81,19.99
743,ORD2025-000743,287,1,05/09/2025 21:19,closed,CAD,89.22,2.87,11.22,0
744,ORD2024-000744,295,4,15/12/2024 12:30,paid,CAD,34.16,0,2.39,7.99
745,ORD2024-000745,740,6,25/12/2024 14:34,closed,CAD,26.24,0,1.84,7.99
746,ORD2025-000746,201,6,21/05/2025 02:55,paid,CAD,28.98,0,2.03,7.99
747,ORD2025-000747,155,5,04/05/2025 13:15,fulfilled,CAD,50.04,1.78,6.28,7.99
748,ORD2025-000748,900,1,15/06/2025 13:47,paid,CAD,134.28,15.85,8.29,19.99
749,ORD2025-000749,458,6,09/03/2025 10:25,fulfilled,CAD,49.48,0,3.47,7.99
750,ORD2024-000750,993,1,27/11/2024 10:03,closed,CAD,503.12,23.24,62.38,0
751,ORD2025-000751,774,3,29/08/2025 20:55,fulfilled,CAD,94.18,1.77,12.02,0
752,ORD2024-000752,862,3,16/09/2024 18:39,closed,CAD,201.46,24.46,23.01,19.99
753,ORD2025-000753,438,1,03/08/2025 11:55,closed,CAD,115.03,0,14.95,0
754,ORD2025-000754,646,2,31/01/2025 14:35,paid,CAD,74.76,2.65,5.04,0
755,ORD2025-000755,33,4,06/07/2025 08:44,paid,CAD,78.49,0,10.21,0
756,ORD2024-000756,353,2,08/10/2024 14:07,paid,CAD,4.84,0,0.34,7.99
757,ORD2025-000757,475,1,13/07/2025 13:42,fulfilled,CAD,28.97,0,2.02,7.99
758,ORD2025-000758,9,3,20/06/2025 07:13,paid,CAD,57.6,0,7.49,0
759,ORD2025-000759,10,1,20/08/2025 02:23,fulfilled,CAD,33.39,0,4.34,7.99
760,ORD2025-000760,925,4,23/06/2025 05:49,paid,CAD,98.56,6.69,6.43,19.99
761,ORD2024-000761,552,1,30/09/2024 06:01,fulfilled,CAD,28.6,0,2,7.99
762,ORD2025-000762,497,1,28/08/2025 17:21,closed,CAD,137.22,0,17.83,0
763,ORD2025-000763,134,3,06/09/2025 13:55,fulfilled,CAD,96.14,0,12.5,0
764,ORD2025-000764,995,2,04/08/2025 13:30,paid,CAD,224.18,6.33,28.32,19.99
765,ORD2024-000765,351,6,20/10/2024 02:04,cancelled,CAD,29.56,0,2.07,7.99
766,ORD2025-000766,85,1,14/05/2025 08:25,fulfilled,CAD,21.76,0,2.83,7.99
767,ORD2025-000767,9,1,26/04/2025 09:39,cancelled,CAD,22.99,0,2.99,7.99
768,ORD2025-000768,346,1,30/04/2025 14:47,closed,CAD,129.2,0,9.04,0
769,ORD2025-000769,833,1,07/09/2025 22:07,paid,CAD,42.54,0,2.98,7.99
770,ORD2025-000770,332,4,04/06/2025 23:36,fulfilled,CAD,96.65,0,6.76,0
771,ORD2025-000771,356,1,08/05/2025 06:24,paid,CAD,44.28,0,3.1,7.99
772,ORD2024-000772,918,4,17/11/2024 14:57,closed,CAD,176.22,5.94,11.92,19.99
773,ORD2025-000773,22,2,04/01/2025 12:57,closed,CAD,36.01,0,4.68,7.99
774,ORD2025-000774,16,3,29/08/2025 19:58,fulfilled,CAD,56.46,0,3.95,0
775,ORD2024-000775,619,6,24/10/2024 07:11,fulfilled,CAD,61.53,2.07,7.73,0
776,ORD2025-000776,470,1,29/06/2025 03:20,fulfilled,CAD,89.16,0,6.24,0
777,ORD2024-000777,389,1,25/10/2024 16:37,fulfilled,CAD,176.49,1.59,12.24,0
778,ORD2025-000778,132,1,06/06/2025 10:14,paid,CAD,49.98,0,6.49,7.99
779,ORD2025-000779,551,1,11/02/2025 22:19,paid,CAD,43.39,0,5.64,7.99
780,ORD2025-000780,16,1,30/08/2025 07:48,fulfilled,CAD,32.84,1.45,2.2,7.99
781,ORD2025-000781,836,4,29/01/2025 17:09,fulfilled,CAD,9.56,0.48,1.18,7.99
782,ORD2025-000782,968,7,06/06/2025 13:28,paid,CAD,256.16,15.44,31.28,19.99
783,ORD2024-000783,15,3,21/10/2024 02:25,fulfilled,CAD,59.14,0,7.69,0
784,ORD2025-000784,667,1,15/02/2025 05:33,closed,CAD,64.92,0,8.44,0
785,ORD2025-000785,709,2,20/03/2025 15:47,closed,CAD,190.95,0,24.83,0
786,ORD2025-000786,345,1,05/07/2025 15:59,closed,CAD,42.69,0,2.99,7.99
787,ORD2024-000787,734,1,13/10/2024 17:14,fulfilled,CAD,57.4,0,4.02,0
788,ORD2025-000788,182,3,20/03/2025 22:27,paid,CAD,235.28,0,16.46,0
789,ORD2025-000789,150,2,31/07/2025 16:40,fulfilled,CAD,32.51,0,4.23,7.99
790,ORD2024-000790,729,4,17/09/2024 16:35,fulfilled,CAD,121.94,0,8.54,0
791,ORD2024-000791,770,1,29/12/2024 11:15,paid,CAD,70.56,0,4.94,0
792,ORD2025-000792,434,1,07/04/2025 16:36,fulfilled,CAD,4.68,0,0.33,7.99
793,ORD2024-000793,634,1,24/09/2024 10:47,closed,CAD,43.08,0,3.01,7.99
794,ORD2025-000794,662,3,27/05/2025 21:28,paid,CAD,20.37,0,2.65,7.99
795,ORD2025-000795,661,6,12/05/2025 11:46,fulfilled,CAD,69.27,0,9.01,0
796,ORD2024-000796,325,2,27/09/2024 16:04,paid,CAD,11.06,0,1.44,7.99
797,ORD2025-000797,973,1,08/01/2025 02:35,fulfilled,CAD,161.54,8.63,10.7,19.99
798,ORD2025-000798,882,1,30/03/2025 03:02,closed,CAD,172.58,21.55,10.57,19.99
799,ORD2025-000799,149,2,25/03/2025 13:33,closed,CAD,19.76,0,2.57,7.99
800,ORD2025-000800,655,1,07/08/2025 23:14,fulfilled,CAD,105.09,0.25,13.63,0
801,ORD2025-000801,814,1,03/04/2025 05:36,closed,CAD,128.66,2.61,16.39,0
802,ORD2025-000802,608,2,12/04/2025 13:06,closed,CAD,14.18,0,1.84,7.99
803,ORD2024-000803,147,2,16/09/2024 09:56,fulfilled,CAD,88.48,0,11.5,0
804,ORD2025-000804,350,4,03/01/2025 22:37,paid,CAD,25.71,0,1.8,7.99
805,ORD2024-000805,676,4,30/10/2024 05:33,fulfilled,CAD,50.64,0.27,3.53,0
806,ORD2025-000806,172,1,28/07/2025 14:18,closed,CAD,108.36,0,14.09,0
807,ORD2025-000807,697,1,07/07/2025 02:47,fulfilled,CAD,34.02,0,2.38,7.99
808,ORD2024-000808,418,5,16/11/2024 01:59,fulfilled,CAD,20.78,0,1.46,7.99
809,ORD2025-000809,501,1,16/06/2025 11:36,paid,CAD,39.11,0,2.74,7.99
810,ORD2024-000810,679,1,27/12/2024 02:53,closed,CAD,49.92,0,3.5,7.99
811,ORD2025-000811,745,5,24/01/2025 23:02,fulfilled,CAD,29.04,0,2.03,7.99
812,ORD2024-000812,216,1,17/10/2024 14:27,fulfilled,CAD,35.35,0.34,4.55,7.99
813,ORD2025-000813,445,1,14/06/2025 21:14,fulfilled,CAD,45.77,0,5.94,7.99
814,ORD2024-000814,204,3,29/12/2024 22:03,cancelled,CAD,38.71,0,2.71,7.99
815,ORD2025-000815,927,2,04/05/2025 10:44,fulfilled,CAD,100.58,6.39,12.24,19.99
816,ORD2025-000816,124,2,08/03/2025 10:16,fulfilled,CAD,18.16,0,1.27,7.99
817,ORD2025-000817,946,1,16/07/2025 10:25,fulfilled,CAD,65.58,0,8.53,19.99
818,ORD2025-000818,914,1,07/03/2025 00:36,closed,CAD,232.76,0,16.3,19.99
819,ORD2025-000819,525,1,04/07/2025 05:07,fulfilled,CAD,57.28,2.86,7.07,0
820,ORD2024-000820,128,4,30/11/2024 13:01,closed,CAD,125.62,1.21,8.7,0
821,ORD2025-000821,854,4,15/02/2025 17:43,fulfilled,CAD,118.72,0,15.43,19.99
822,ORD2024-000822,781,1,20/10/2024 14:53,fulfilled,CAD,31.53,0,2.21,7.99
823,ORD2025-000823,9,1,23/07/2025 12:15,closed,CAD,28.93,0.83,3.65,7.99
824,ORD2025-000824,496,1,03/07/2025 05:44,closed,CAD,14.49,0,1.88,7.99
825,ORD2024-000825,703,1,16/09/2024 10:11,fulfilled,CAD,86.8,0,11.28,0
826,ORD2025-000826,377,1,13/07/2025 02:22,paid,CAD,99.72,0,12.96,0
827,ORD2025-000827,86,1,01/02/2025 03:31,paid,CAD,97.14,0,6.79,0
828,ORD2025-000828,530,3,15/05/2025 02:28,cancelled,CAD,69.37,1.43,8.83,0
829,ORD2024-000829,159,1,10/11/2024 02:01,fulfilled,CAD,74.38,2.17,9.39,0
830,ORD2025-000830,110,5,06/02/2025 16:07,paid,CAD,40.36,0,5.25,7.99
831,ORD2025-000831,860,2,21/02/2025 11:10,paid,CAD,213.28,1.37,27.55,19.99
832,ORD2025-000832,832,4,07/08/2025 13:15,closed,CAD,31.25,0,4.06,7.99
833,ORD2024-000833,183,1,22/12/2024 05:02,closed,CAD,4.67,0,0.61,7.99
834,ORD2024-000834,99,1,02/12/2024 18:24,fulfilled,CAD,14.52,0.73,1.79,7.99
835,ORD2025-000835,53,3,09/07/2025 21:10,paid,CAD,65.64,1.92,4.46,0
836,ORD2025-000836,377,1,25/05/2025 02:07,closed,CAD,4.61,0.23,0.57,7.99
837,ORD2025-000837,687,1,05/03/2025 09:38,closed,CAD,13.93,0.34,1.76,7.99
838,ORD2025-000838,949,1,01/02/2025 23:01,cancelled,CAD,165.34,7.11,11.08,19.99
839,ORD2024-000839,661,2,26/09/2024 13:46,closed,CAD,64.86,0,8.43,0
840,ORD2024-000840,193,4,18/09/2024 00:10,closed,CAD,25.52,0.3,1.76,7.99
841,ORD2025-000841,644,1,20/02/2025 14:28,fulfilled,CAD,95.68,0,6.7,0
842,ORD2024-000842,394,1,29/12/2024 19:17,paid,CAD,53.22,0,6.92,0
843,ORD2025-000843,990,3,08/06/2025 10:46,cancelled,CAD,81.06,1.2,5.59,19.99
844,ORD2025-000844,68,1,04/05/2025 21:22,paid,CAD,25.74,0,1.8,7.99
845,ORD2025-000845,793,3,27/06/2025 02:59,fulfilled,CAD,32.8,0,2.3,7.99
846,ORD2025-000846,256,6,07/02/2025 15:59,closed,CAD,17.62,0,1.23,7.99
847,ORD2025-000847,97,4,25/05/2025 21:55,fulfilled,CAD,134.6,0,17.49,0
848,ORD2025-000848,231,5,25/03/2025 11:46,closed,CAD,74.04,0,9.62,0
849,ORD2025-000849,222,4,21/04/2025 11:07,paid,CAD,117.15,2.9,7.99,0
850,ORD2024-000850,483,6,12/09/2024 02:41,fulfilled,CAD,8.1,0.4,0.54,7.99
851,ORD2025-000851,946,4,07/01/2025 00:22,closed,CAD,692.64,52.46,83.22,0
852,ORD2025-000852,410,1,20/02/2025 13:27,paid,CAD,12.42,0,1.61,7.99
853,ORD2025-000853,99,6,07/09/2025 00:16,paid,CAD,134.1,3.62,16.96,0
854,ORD2025-000854,227,4,14/02/2025 16:53,closed,CAD,26.28,0,3.42,7.99
855,ORD2025-000855,928,2,25/07/2025 21:30,closed,CAD,368.28,37.86,42.95,0
856,ORD2025-000856,489,2,18/02/2025 08:38,paid,CAD,38.04,0,2.66,7.99
857,ORD2025-000857,886,1,08/09/2025 08:43,closed,CAD,400.52,10.01,27.34,0
858,ORD2024-000858,765,2,08/11/2024 07:34,closed,CAD,23.21,0,1.63,7.99
859,ORD2024-000859,404,3,08/11/2024 12:29,closed,CAD,74,3.13,9.21,0
860,ORD2025-000860,563,2,25/01/2025 08:37,fulfilled,CAD,86.8,0,11.28,0
861,ORD2025-000861,409,1,17/07/2025 22:34,closed,CAD,52.98,0,3.71,0
862,ORD2025-000862,705,5,15/01/2025 20:29,closed,CAD,9.5,0,1.24,7.99
863,ORD2025-000863,570,4,02/01/2025 02:17,fulfilled,CAD,61.09,0,7.94,0
864,ORD2025-000864,5,1,13/01/2025 06:29,closed,CAD,35.54,0,4.62,7.99
865,ORD2025-000865,257,6,14/05/2025 22:55,fulfilled,CAD,39.27,0,5.11,7.99
866,ORD2025-000866,653,1,14/03/2025 14:48,closed,CAD,108.12,5.41,13.35,0
