orderline_id,order_id,variant_id,title_snapshot,quantity,unit_price,line_discount,line_tax
1583,750,17,Menstrual Cup - Size M,10,14.46,7.23,17.86
1584,751,19,Period Underwear - Size S,2,17.69,1.77,4.37
1585,751,14,Organic Tampons w/ Applicator - Super / 16,4,6.78,0.0,3.53
1586,751,5,Organic Postpartum Pads - Postpartum / 20,3,10.56,0.0,4.12
1587,752,16,Menstrual Cup - Size S,8,14.39,11.51,13.47
1588,752,17,Menstrual Cup - Size M,6,14.39,12.95,9.54
1589,753,8,Organic Tampons - Regular / 16,1,4.77,0.0,0.62
1590,753,4,Organic Night Pads - Night / 28,3,13.06,0.0,5.09
1591,753,19,Period Underwear - Size S,4,17.77,0.0,9.24
1592,754,3,Organic Night Pads - Night / 14,3,7.26,0.0,1.52
1593,754,20,Period Underwear - Size M,3,17.66,2.65,3.52
1594,755,5,Organic Postpartum Pads - Postpartum / 20,4,10.61,0.0,5.52
1595,755,22,Wall-Mounted Steel Dispenser - Steel,1,36.05,0.0,4.69
1596,756,8,Organic Tampons - Regular / 16,1,4.84,0.0,0.34
1597,757,3,Organic Night Pads - Night / 14,1,7.34,0.0,0.51
1598,757,23,Plexi Dispenser - Plexi,1,21.63,0.0,1.51
1599,758,16,Menstrual Cup - Size S,4,14.4,0.0,7.49
1600,759,13,Organic Tampons w/ Applicator - Regular / 32,3,11.13,0.0,4.34
1601,760,24,Heat Patches (5-pack) - 5-pack,4,4.55,0.91,1.21
1602,760,7,Organic Panty Liners - Day / 60,8,7.23,5.78,3.64
1603,760,1,Organic Daily Pads - Regular / 20,4,5.63,0.0,1.58
1604,761,18,Menstrual Cup - Size L,2,14.3,0.0,2.0
1605,762,15,Organic Tampons w/ Applicator - Super / 32,4,12.33,0.0,6.41
1606,762,21,Period Underwear - Size L,3,17.78,0.0,6.93
1607,762,9,Organic Tampons - Regular / 32,4,8.64,0.0,4.49
1608,763,19,Period Underwear - Size S,3,17.64,0.0,6.88
1609,763,23,Plexi Dispenser - Plexi,2,21.61,0.0,5.62
1610,764,6,Organic Panty Liners - Day / 30,12,4.06,4.87,5.7
1611,764,14,Organic Tampons w/ Applicator - Super / 16,6,6.75,0.0,5.26
1612,764,19,Period Underwear - Size S,6,17.64,0.0,13.76
1613,764,3,Organic Night Pads - Night / 14,4,7.28,1.46,3.6
1614,765,3,Organic Night Pads - Night / 14,4,7.39,0.0,2.07
1615,766,23,Plexi Dispenser - Plexi,1,21.76,0.0,2.83
1616,767,2,Organic Daily Pads - Regular / 40,2,9.56,0.0,2.49
1617,767,25,Cramp Relief Balm - 30 ml,1,3.87,0.0,0.5
1618,768,21,Period Underwear - Size L,4,17.8,0.0,4.98
1619,768,17,Menstrual Cup - Size M,4,14.5,0.0,4.06
1620,769,24,Heat Patches (5-pack) - 5-pack,3,4.58,0.0,0.96
1621,769,16,Menstrual Cup - Size S,2,14.4,0.0,2.02
1622,770,19,Period Underwear - Size S,4,17.66,0.0,4.94
1623,770,9,Organic Tampons - Regular / 32,3,8.67,0.0,1.82
1624,771,13,Organic Tampons w/ Applicator - Regular / 32,4,11.07,0.0,3.1
1625,772,4,Organic Night Pads - Night / 28,6,13.17,0.0,5.53
1626,772,25,Cramp Relief Balm - 30 ml,10,3.96,5.94,2.36
1627,772,1,Organic Daily Pads - Regular / 20,10,5.76,0.0,4.03
1628,773,22,Wall-Mounted Steel Dispenser - Steel,1,36.01,0.0,4.68
1629,774,15,Organic Tampons w/ Applicator - Super / 32,1,12.3,0.0,0.86
1630,774,13,Organic Tampons w/ Applicator - Regular / 32,3,11.05,0.0,2.32
1631,774,13,Organic Tampons w/ Applicator - Regular / 32,1,11.01,0.0,0.77
1632,775,5,Organic Postpartum Pads - Postpartum / 20,3,10.64,1.6,3.94
1633,775,5,Organic Postpartum Pads - Postpartum / 20,1,10.65,0.0,1.38
1634,775,24,Heat Patches (5-pack) - 5-pack,2,4.75,0.0,1.24
1635,775,24,Heat Patches (5-pack) - 5-pack,2,4.73,0.47,1.17
1636,776,25,Cramp Relief Balm - 30 ml,3,3.93,0.0,0.83
1637,776,6,Organic Panty Liners - Day / 30,3,4.06,0.0,0.85
1638,776,23,Plexi Dispenser - Plexi,3,21.73,0.0,4.56
1639,777,5,Organic Postpartum Pads - Postpartum / 20,3,10.63,1.59,2.12
1640,777,22,Wall-Mounted Steel Dispenser - Steel,4,36.15,0.0,10.12
1641,778,16,Menstrual Cup - Size S,2,14.43,0.0,3.75
1642,778,8,Organic Tampons - Regular / 16,3,4.78,0.0,1.86
1643,778,14,Organic Tampons w/ Applicator - Super / 16,1,6.78,0.0,0.88
1644,779,3,Organic Night Pads - Night / 14,4,7.39,0.0,3.84
1645,779,24,Heat Patches (5-pack) - 5-pack,3,4.61,0.0,1.8
1646,780,25,Cramp Relief Balm - 30 ml,1,3.86,0.0,0.27
1647,780,17,Menstrual Cup - Size M,2,14.49,1.45,1.93
1648,781,8,Organic Tampons - Regular / 16,2,4.78,0.48,1.18
1649,782,7,Organic Panty Liners - Day / 60,8,7.04,8.45,6.22
1650,782,13,Organic Tampons w/ Applicator - Regular / 32,10,11.11,0.0,14.44
1651,782,9,Organic Tampons - Regular / 32,6,8.51,5.11,5.97
1652,782,24,Heat Patches (5-pack) - 5-pack,8,4.71,1.88,4.65
1653,783,12,Organic Tampons w/ Applicator - Regular / 16,1,6.1,0.0,0.79
1654,783,21,Period Underwear - Size L,3,17.68,0.0,6.9
1655,784,23,Plexi Dispenser - Plexi,3,21.64,0.0,8.44
1656,785,18,Menstrual Cup - Size L,3,14.35,0.0,5.6
1657,785,2,Organic Daily Pads - Regular / 40,4,9.6,0.0,4.99
1658,785,4,Organic Night Pads - Night / 28,3,13.02,0.0,5.08
1659,785,19,Period Underwear - Size S,4,17.61,0.0,9.16
1660,786,2,Organic Daily Pads - Regular / 40,3,9.67,0.0,2.03
1661,786,14,Organic Tampons w/ Applicator - Super / 16,2,6.84,0.0,0.96
1662,787,16,Menstrual Cup - Size S,4,14.35,0.0,4.02
1663,788,22,Wall-Mounted Steel Dispenser - Steel,4,36.07,0.0,10.1
1664,788,8,Organic Tampons - Regular / 16,1,4.78,0.0,0.33
1665,788,13,Organic Tampons w/ Applicator - Regular / 32,3,11.05,0.0,2.32
1666,788,20,Period Underwear - Size M,3,17.69,0.0,3.71
1667,789,14,Organic Tampons w/ Applicator - Super / 16,4,6.8,0.0,3.54
1668,789,10,Organic Tampons - Super / 16,1,5.31,0.0,0.69
1669,790,22,Wall-Mounted Steel Dispenser - Steel,3,36.06,0.0,7.57
1670,790,2,Organic Daily Pads - Regular / 40,1,9.68,0.0,0.68
1671,790,6,Organic Panty Liners - Day / 30,1,4.08,0.0,0.29
1672,791,21,Period Underwear - Size L,4,17.64,0.0,4.94
1673,792,24,Heat Patches (5-pack) - 5-pack,1,4.68,0.0,0.33
1674,793,14,Organic Tampons w/ Applicator - Super / 16,4,6.76,0.0,1.89
1675,793,6,Organic Panty Liners - Day / 30,4,4.01,0.0,1.12
1676,794,14,Organic Tampons w/ Applicator - Super / 16,3,6.79,0.0,2.65
1677,795,4,Organic Night Pads - Night / 28,4,13.17,0.0,6.85
1678,795,1,Organic Daily Pads - Regular / 20,3,5.53,0.0,2.16
1679,796,13,Organic Tampons w/ Applicator - Regular / 32,1,11.06,0.0,1.44
1680,797,4,Organic Night Pads - Night / 28,8,13.0,0.0,7.28
1681,797,11,Organic Tampons - Super / 32,6,9.59,8.63,3.42
1682,798,17,Menstrual Cup - Size M,6,14.31,12.88,5.11
1683,798,23,Plexi Dispenser - Plexi,4,21.68,8.67,5.46
1684,799,12,Organic Tampons w/ Applicator - Regular / 16,2,6.1,0.0,1.59
1685,799,25,Cramp Relief Balm - 30 ml,2,3.78,0.0,0.98
1686,800,18,Menstrual Cup - Size L,3,14.3,0.0,5.58
1687,800,8,Organic Tampons - Regular / 16,1,4.95,0.25,0.61
1688,800,18,Menstrual Cup - Size L,4,14.31,0.0,7.44
1689,801,13,Organic Tampons w/ Applicator - Regular / 32,1,11.09,0.0,1.44
1690,801,23,Plexi Dispenser - Plexi,3,21.79,0.0,8.5
1691,801,4,Organic Night Pads - Night / 28,4,13.05,2.61,6.45
1692,802,7,Organic Panty Liners - Day / 60,2,7.09,0.0,1.84
1693,803,19,Period Underwear - Size S,4,17.62,0.0,9.16
1694,803,24,Heat Patches (5-pack) - 5-pack,4,4.5,0.0,2.34
1695,804,9,Organic Tampons - Regular / 32,3,8.57,0.0,1.8
1696,805,10,Organic Tampons - Super / 16,1,5.4,0.27,0.36
1697,805,17,Menstrual Cup - Size M,1,14.53,0.0,1.02
1698,805,12,Organic Tampons w/ Applicator - Regular / 16,4,6.25,0.0,1.75
1699,805,1,Organic Daily Pads - Regular / 20,1,5.71,0.0,0.4
1700,806,22,Wall-Mounted Steel Dispenser - Steel,3,36.12,0.0,14.09
1701,807,8,Organic Tampons - Regular / 16,1,4.92,0.0,0.34
1702,807,11,Organic Tampons - Super / 32,3,9.7,0.0,2.04
1703,808,11,Organic Tampons - Super / 32,1,9.52,0.0,0.67
1704,808,13,Organic Tampons w/ Applicator - Regular / 32,1,11.26,0.0,0.79
1705,809,2,Organic Daily Pads - Regular / 40,3,9.51,0.0,2.0
1706,809,10,Organic Tampons - Super / 16,2,5.29,0.0,0.74
1707,810,9,Organic Tampons - Regular / 32,4,8.64,0.0,2.42
1708,810,25,Cramp Relief Balm - 30 ml,4,3.84,0.0,1.08
1709,811,16,Menstrual Cup - Size S,2,14.52,0.0,2.03
1710,812,2,Organic Daily Pads - Regular / 40,3,9.51,0.0,3.71
1711,812,14,Organic Tampons w/ Applicator - Super / 16,1,6.82,0.34,0.84
1712,813,7,Organic Panty Liners - Day / 60,2,7.16,0.0,1.86
1713,813,1,Organic Daily Pads - Regular / 20,4,5.7,0.0,2.96
1714,813,9,Organic Tampons - Regular / 32,1,8.65,0.0,1.12
1715,814,25,Cramp Relief Balm - 30 ml,3,3.85,0.0,0.81
1716,814,14,Organic Tampons w/ Applicator - Super / 16,4,6.79,0.0,1.9
1717,815,3,Organic Night Pads - Night / 14,10,7.34,3.67,9.06
1718,815,24,Heat Patches (5-pack) - 5-pack,6,4.53,2.72,3.18
1719,816,24,Heat Patches (5-pack) - 5-pack,4,4.54,0.0,1.27
1720,817,6,Organic Panty Liners - Day / 30,6,4.01,0.0,3.13
1721,817,14,Organic Tampons w/ Applicator - Super / 16,6,6.92,0.0,5.4
1722,818,5,Organic Postpartum Pads - Postpartum / 20,8,10.6,0.0,5.94
1723,818,15,Organic Tampons w/ Applicator - Super / 32,12,12.33,0.0,10.36
1724,819,17,Menstrual Cup - Size M,4,14.32,2.86,7.07
1725,820,12,Organic Tampons w/ Applicator - Regular / 16,4,6.06,1.21,1.61
1726,820,17,Menstrual Cup - Size M,4,14.41,0.0,4.03
1727,820,17,Menstrual Cup - Size M,3,14.58,0.0,3.06
1728,821,11,Organic Tampons - Super / 32,8,9.54,0.0,9.92
1729,821,6,Organic Panty Liners - Day / 30,10,4.24,0.0,5.51
1730,822,5,Organic Postpartum Pads - Postpartum / 20,3,10.51,0.0,2.21
1731,823,1,Organic Daily Pads - Regular / 20,3,5.53,0.83,2.05
1732,823,15,Organic Tampons w/ Applicator - Super / 32,1,12.34,0.0,1.6
1733,824,8,Organic Tampons - Regular / 16,3,4.83,0.0,1.88
1734,825,23,Plexi Dispenser - Plexi,4,21.7,0.0,11.28
1735,826,20,Period Underwear - Size M,4,17.72,0.0,9.21
1736,826,16,Menstrual Cup - Size S,2,14.42,0.0,3.75
1737,827,4,Organic Night Pads - Night / 28,3,13.2,0.0,2.77
1738,827,16,Menstrual Cup - Size S,3,14.4,0.0,3.02
1739,827,8,Organic Tampons - Regular / 16,3,4.78,0.0,1.0
1740,828,2,Organic Daily Pads - Regular / 40,3,9.56,1.43,3.54
1741,828,14,Organic Tampons w/ Applicator - Super / 16,4,6.79,0.0,3.53
1742,828,24,Heat Patches (5-pack) - 5-pack,3,4.51,0.0,1.76
1743,829,16,Menstrual Cup - Size S,3,14.45,2.17,5.35
1744,829,3,Organic Night Pads - Night / 14,3,7.25,0.0,2.83
1745,829,24,Heat Patches (5-pack) - 5-pack,2,4.64,0.0,1.21
1746,830,18,Menstrual Cup - Size L,2,14.3,0.0,3.72
1747,830,12,Organic Tampons w/ Applicator - Regular / 16,1,6.17,0.0,0.8
1748,830,1,Organic Daily Pads - Regular / 20,1,5.59,0.0,0.73
1749,831,20,Period Underwear - Size M,4,17.68,0.0,9.19
1750,831,18,Menstrual Cup - Size L,8,14.4,0.0,14.98
1751,831,14,Organic Tampons w/ Applicator - Super / 16,4,6.84,1.37,3.38
1752,832,23,Plexi Dispenser - Plexi,1,21.72,0.0,2.82
1753,832,2,Organic Daily Pads - Regular / 40,1,9.53,0.0,1.24
1754,833,24,Heat Patches (5-pack) - 5-pack,1,4.67,0.0,0.61
1755,834,3,Organic Night Pads - Night / 14,2,7.26,0.73,1.79
1756,835,14,Organic Tampons w/ Applicator - Super / 16,4,6.81,0.0,1.91
1757,835,11,Organic Tampons - Super / 32,4,9.6,1.92,2.55
1758,836,24,Heat Patches (5-pack) - 5-pack,1,4.61,0.23,0.57
1759,837,7,Organic Panty Liners - Day / 60,1,7.03,0.0,0.91
1760,837,14,Organic Tampons w/ Applicator - Super / 16,1,6.9,0.34,0.85
1761,838,19,Period Underwear - Size S,8,17.78,7.11,9.46
1762,838,25,Cramp Relief Balm - 30 ml,6,3.85,0.0,1.62
1763,839,23,Plexi Dispenser - Plexi,3,21.62,0.0,8.43
1764,840,12,Organic Tampons w/ Applicator - Regular / 16,1,6.04,0.3,0.4
1765,840,2,Organic Daily Pads - Regular / 40,2,9.74,0.0,1.36
1766,841,15,Organic Tampons w/ Applicator - Super / 32,2,12.3,0.0,1.72
1767,841,20,Period Underwear - Size M,4,17.77,0.0,4.98
1768,842,20,Period Underwear - Size M,3,17.74,0.0,6.92
1769,843,6,Organic Panty Liners - Day / 30,6,4.01,1.2,1.6
1770,843,11,Organic Tampons - Super / 32,6,9.5,0.0,3.99
1771,844,9,Organic Tampons - Regular / 32,3,8.58,0.0,1.8
1772,845,2,Organic Daily Pads - Regular / 40,2,9.55,0.0,1.34
1773,845,14,Organic Tampons w/ Applicator - Super / 16,2,6.85,0.0,0.96
1774,846,19,Period Underwear - Size S,1,17.62,0.0,1.23
1775,847,20,Period Underwear - Size M,3,17.62,0.0,6.87
1776,847,20,Period Underwear - Size M,3,17.6,0.0,6.86
1777,847,16,Menstrual Cup - Size S,2,14.47,0.0,3.76
1778,848,20,Period Underwear - Size M,2,17.74,0.0,4.61
1779,848,2,Organic Daily Pads - Regular / 40,4,9.64,0.0,5.01
1780,849,12,Organic Tampons w/ Applicator - Regular / 16,4,6.21,0.0,1.74
1781,849,10,Organic Tampons - Super / 16,4,5.41,0.0,1.51
1782,849,17,Menstrual Cup - Size M,4,14.51,2.9,3.86
1783,849,6,Organic Panty Liners - Day / 30,3,4.21,0.0,0.88
1784,850,6,Organic Panty Liners - Day / 30,2,4.05,0.4,0.54
1785,851,11,Organic Tampons - Super / 32,4,9.76,3.9,4.57
1786,851,18,Menstrual Cup - Size L,8,14.36,0.0,14.93
1787,851,22,Wall-Mounted Steel Dispenser - Steel,12,36.04,43.25,50.6
1788,851,4,Organic Night Pads - Night / 28,8,13.28,5.31,13.12
1789,852,6,Organic Panty Liners - Day / 30,3,4.14,0.0,1.61
1790,853,22,Wall-Mounted Steel Dispenser - Steel,2,36.21,3.62,8.94
1791,853,23,Plexi Dispenser - Plexi,2,21.78,0.0,5.66
1792,853,24,Heat Patches (5-pack) - 5-pack,4,4.53,0.0,2.36
1793,854,9,Organic Tampons - Regular / 32,3,8.76,0.0,3.42
1794,855,2,Organic Daily Pads - Regular / 40,12,9.52,17.14,12.62
1795,855,10,Organic Tampons - Super / 16,8,5.35,6.42,4.73
1796,855,17,Menstrual Cup - Size M,10,14.3,14.3,16.73
1797,855,9,Organic Tampons - Regular / 32,8,8.53,0.0,8.87
1798,856,11,Organic Tampons - Super / 32,4,9.51,0.0,2.66
1799,857,23,Plexi Dispenser - Plexi,10,21.75,0.0,15.23
1800,857,18,Menstrual Cup - Size L,6,14.48,0.0,6.08
1801,857,13,Organic Tampons w/ Applicator - Regular / 32,4,11.03,2.21,2.93
1802,857,9,Organic Tampons - Regular / 32,6,8.67,7.8,3.1
1803,858,5,Organic Postpartum Pads - Postpartum / 20,1,10.55,0.0,0.74
1804,858,6,Organic Panty Liners - Day / 30,1,4.08,0.0,0.29
1805,858,9,Organic Tampons - Regular / 32,1,8.58,0.0,0.6
1806,859,15,Organic Tampons w/ Applicator - Super / 32,2,12.29,1.23,3.04
1807,859,25,Cramp Relief Balm - 30 ml,3,3.78,0.0,1.47
1808,859,11,Organic Tampons - Super / 32,4,9.52,1.9,4.7
1809,860,23,Plexi Dispenser - Plexi,4,21.7,0.0,11.28
1810,861,19,Period Underwear - Size S,3,17.66,0.0,3.71
1811,862,8,Organic Tampons - Regular / 16,2,4.75,0.0,1.24
1812,863,25,Cramp Relief Balm - 30 ml,2,3.86,0.0,1.0
1813,863,19,Period Underwear - Size S,3,17.79,0.0,6.94
1814,864,20,Period Underwear - Size M,2,17.77,0.0,4.62
1815,865,4,Organic Night Pads - Night / 28,3,13.09,0.0,5.11
1816,866,22,Wall-Mounted Steel Dispenser - Steel,3,36.04,5.41,13.35
1817,867,6,Organic Panty Liners - Day / 30,8,4.07,4.88,1.94
1818,867,6,Organic Panty Liners - Day / 30,8,4.13,3.3,2.08
1819,868,6,Organic Panty Liners - Day / 30,1,4.2,0.0,0.29
1820,869,3,Organic Night Pads - Night / 14,6,7.35,0.0,5.73
1821,869,4,Organic Night Pads - Night / 28,4,13.05,0.0,6.79
1822,869,17,Menstrual Cup - Size M,10,14.31,14.31,16.74
1823,870,6,Organic Panty Liners - Day / 30,1,4.06,0.2,0.5
1824,870,22,Wall-Mounted Steel Dispenser - Steel,1,36.04,0.0,4.69
1825,871,6,Organic Panty Liners - Day / 30,4,4.17,0.0,1.17
1826,871,19,Period Underwear - Size S,1,17.76,0.0,1.24
1827,871,20,Period Underwear - Size M,3,17.62,0.0,3.7
1828,872,20,Period Underwear - Size M,2,17.72,0.0,4.61
1829,873,17,Menstrual Cup - Size M,6,14.58,8.75,10.23
1830,873,15,Organic Tampons w/ Applicator - Super / 32,6,12.55,7.53,8.81
1831,873,23,Plexi Dispenser - Plexi,8,21.62,8.65,21.36
1832,874,12,Organic Tampons w/ Applicator - Regular / 16,4,6.07,0.0,3.16
1833,874,24,Heat Patches (5-pack) - 5-pack,3,4.6,0.0,1.79
1834,875,16,Menstrual Cup - Size S,1,14.4,0.0,1.87
1835,875,16,Menstrual Cup - Size S,4,14.34,2.87,7.08
1836,875,24,Heat Patches (5-pack) - 5-pack,1,4.51,0.0,0.59
1837,876,4,Organic Night Pads - Night / 28,1,13.1,0.66,1.62
1838,877,13,Organic Tampons w/ Applicator - Regular / 32,3,11.1,0.0,4.33
1839,878,25,Cramp Relief Balm - 30 ml,8,3.93,3.14,1.98
1840,878,21,Period Underwear - Size L,6,17.69,5.31,7.06
1841,878,20,Period Underwear - Size M,8,17.79,7.12,9.46
1842,878,4,Organic Night Pads - Night / 28,8,13.07,15.68,6.22
1843,879,17,Menstrual Cup - Size M,3,14.39,0.0,3.02
1844,879,2,Organic Daily Pads - Regular / 40,4,9.52,0.0,2.67
1845,880,19,Period Underwear - Size S,4,17.74,0.0,9.22
1846,880,18,Menstrual Cup - Size L,8,14.37,0.0,14.94
1847,880,16,Menstrual Cup - Size S,12,14.47,0.0,22.57
1848,881,4,Organic Night Pads - Night / 28,1,13.05,0.0,1.7
1849,882,21,Period Underwear - Size L,1,17.64,0.0,1.23
1850,882,2,Organic Daily Pads - Regular / 40,1,9.6,0.0,0.67
1851,883,1,Organic Daily Pads - Regular / 20,2,5.57,0.0,0.78
1852,884,7,Organic Panty Liners - Day / 60,1,7.16,0.0,0.5
1853,885,19,Period Underwear - Size S,3,17.68,0.0,6.9
1854,885,10,Organic Tampons - Super / 16,2,5.27,0.0,1.37
1855,886,11,Organic Tampons - Super / 32,1,9.76,0.0,1.27
1856,886,15,Organic Tampons w/ Applicator - Super / 32,2,12.47,0.0,3.24
1857,887,18,Menstrual Cup - Size L,1,14.36,0.0,1.01
1858,888,17,Menstrual Cup - Size M,1,14.45,0.0,1.01
1859,888,7,Organic Panty Liners - Day / 60,3,7.02,0.0,1.47
1860,889,21,Period Underwear - Size L,3,17.79,0.0,6.94
1861,890,12,Organic Tampons w/ Applicator - Regular / 16,4,6.07,1.21,3.0
1862,890,7,Organic Panty Liners - Day / 60,3,7.04,0.0,2.75
1863,890,4,Organic Night Pads - Night / 28,1,13.09,0.0,1.7
1864,891,21,Period Underwear - Size L,1,17.61,0.0,1.23
1865,891,13,Organic Tampons w/ Applicator - Regular / 32,4,11.03,0.0,3.09
1866,892,24,Heat Patches (5-pack) - 5-pack,8,4.57,3.66,4.28
1867,892,16,Menstrual Cup - Size S,8,14.4,17.28,12.73
1868,892,9,Organic Tampons - Regular / 32,8,8.59,3.44,8.49
1869,893,7,Organic Panty Liners - Day / 60,1,7.1,0.0,0.92
1870,893,16,Menstrual Cup - Size S,4,14.49,0.0,7.53
1871,894,2,Organic Daily Pads - Regular / 40,1,9.64,0.0,1.25
1872,894,14,Organic Tampons w/ Applicator - Super / 16,2,6.93,0.0,1.8
1873,894,3,Organic Night Pads - Night / 14,3,7.37,0.0,2.87
1874,895,24,Heat Patches (5-pack) - 5-pack,4,4.57,0.0,1.28
1875,895,20,Period Underwear - Size M,1,17.67,0.0,1.24
1876,895,10,Organic Tampons - Super / 16,1,5.31,0.0,0.37
1877,896,7,Organic Panty Liners - Day / 60,2,7.19,0.0,1.87
1878,897,9,Organic Tampons - Regular / 32,1,8.56,0.0,0.6
1879,897,14,Organic Tampons w/ Applicator - Super / 16,4,6.81,1.36,1.81
1880,898,25,Cramp Relief Balm - 30 ml,10,3.87,1.94,4.78
1881,898,8,Organic Tampons - Regular / 16,6,4.89,2.93,3.43
1882,898,17,Menstrual Cup - Size M,8,14.4,0.0,14.98
1883,899,17,Menstrual Cup - Size M,2,14.34,1.43,3.54
1884,900,21,Period Underwear - Size L,1,17.63,0.0,1.23
1885,900,7,Organic Panty Liners - Day / 60,2,7.01,0.0,0.98
1886,900,5,Organic Postpartum Pads - Postpartum / 20,1,10.57,0.53,0.7
1887,900,18,Menstrual Cup - Size L,4,14.31,2.86,3.81
1888,901,23,Plexi Dispenser - Plexi,3,21.62,0.0,4.54
1889,902,2,Organic Daily Pads - Regular / 40,3,9.5,1.42,3.52
1890,902,2,Organic Daily Pads - Regular / 40,1,9.62,0.0,1.25
1891,903,3,Organic Night Pads - Night / 14,2,7.45,0.0,1.94
1892,904,24,Heat Patches (5-pack) - 5-pack,6,4.52,0.0,3.53
1893,904,23,Plexi Dispenser - Plexi,8,21.69,0.0,22.56
1894,904,4,Organic Night Pads - Night / 28,6,13.15,0.0,10.26
1895,904,8,Organic Tampons - Regular / 16,8,4.86,1.94,4.8
1896,905,21,Period Underwear - Size L,8,17.74,0.0,18.45
1897,905,11,Organic Tampons - Super / 32,10,9.56,9.56,11.19
1898,905,23,Plexi Dispenser - Plexi,4,21.71,0.0,11.29
1899,906,3,Organic Night Pads - Night / 14,2,7.33,0.0,1.91
1900,907,18,Menstrual Cup - Size L,1,14.39,0.0,1.87
1901,908,16,Menstrual Cup - Size S,3,14.32,2.15,2.86
1902,909,20,Period Underwear - Size M,1,17.84,0.0,2.32
1903,909,19,Period Underwear - Size S,4,17.89,0.0,9.3
1904,909,22,Wall-Mounted Steel Dispenser - Steel,4,36.17,0.0,18.81
1905,909,19,Period Underwear - Size S,3,17.74,0.0,6.92
1906,910,17,Menstrual Cup - Size M,4,14.35,0.0,4.02
1907,911,1,Organic Daily Pads - Regular / 20,1,5.53,0.28,0.68
1908,911,7,Organic Panty Liners - Day / 60,3,7.13,0.0,2.78
1909,911,7,Organic Panty Liners - Day / 60,4,7.06,1.41,3.49
1910,912,24,Heat Patches (5-pack) - 5-pack,3,4.56,0.0,0.96
1911,912,19,Period Underwear - Size S,3,17.69,0.0,3.71
1912,912,6,Organic Panty Liners - Day / 30,1,4.06,0.0,0.28
1913,912,20,Period Underwear - Size M,2,17.63,0.0,2.47
1914,913,10,Organic Tampons - Super / 16,4,5.45,0.0,1.53
1915,913,9,Organic Tampons - Regular / 32,1,8.75,0.0,0.61
1916,914,3,Organic Night Pads - Night / 14,4,7.25,0.0,2.03
1917,914,11,Organic Tampons - Super / 32,2,9.56,0.0,1.34
1918,915,2,Organic Daily Pads - Regular / 40,1,9.5,0.0,1.24
1919,916,11,Organic Tampons - Super / 32,10,9.58,4.79,6.37
1920,916,8,Organic Tampons - Regular / 16,8,4.79,5.75,2.28
1921,916,9,Organic Tampons - Regular / 32,12,8.57,15.43,6.12
1922,916,14,Organic Tampons w/ Applicator - Super / 16,10,6.78,0.0,4.75
1923,917,21,Period Underwear - Size L,4,17.72,0.0,4.96
1924,917,6,Organic Panty Liners - Day / 30,12,4.13,0.0,3.47
1925,917,20,Period Underwear - Size M,4,17.8,0.0,4.98
1926,918,1,Organic Daily Pads - Regular / 20,3,5.56,0.0,1.17
1927,919,3,Organic Night Pads - Night / 14,3,7.32,0.0,2.85
1928,919,23,Plexi Dispenser - Plexi,1,21.76,0.0,2.83
1929,919,25,Cramp Relief Balm - 30 ml,1,3.85,0.0,0.5
1930,920,25,Cramp Relief Balm - 30 ml,2,3.78,0.0,0.53
1931,920,2,Organic Daily Pads - Regular / 40,1,9.64,0.0,0.67
1932,921,14,Organic Tampons w/ Applicator - Super / 16,3,6.75,0.0,2.63
1933,922,16,Menstrual Cup - Size S,6,14.42,0.0,6.06
1934,922,18,Menstrual Cup - Size L,10,14.34,14.34,9.03
1935,922,10,Organic Tampons - Super / 16,10,5.31,2.66,3.53
1936,922,23,Plexi Dispenser - Plexi,8,21.73,0.0,12.17
1937,923,25,Cramp Relief Balm - 30 ml,1,3.81,0.0,0.27
1938,924,14,Organic Tampons w/ Applicator - Super / 16,2,6.75,0.0,1.76
1939,924,25,Cramp Relief Balm - 30 ml,4,3.81,0.0,1.98
1940,925,13,Organic Tampons w/ Applicator - Regular / 32,3,11.21,1.68,4.15
1941,925,16,Menstrual Cup - Size S,3,14.51,0.0,5.66
1942,925,9,Organic Tampons - Regular / 32,1,8.68,0.0,1.13
1943,926,2,Organic Daily Pads - Regular / 40,2,9.52,0.0,2.48
1944,927,14,Organic Tampons w/ Applicator - Super / 16,1,6.81,0.0,0.89
1945,927,1,Organic Daily Pads - Regular / 20,3,5.56,0.0,2.17
1946,927,16,Menstrual Cup - Size S,1,14.47,0.0,1.88
1947,928,16,Menstrual Cup - Size S,3,14.51,0.0,3.05
1948,928,1,Organic Daily Pads - Regular / 20,2,5.66,0.0,0.79
1949,929,8,Organic Tampons - Regular / 16,3,4.88,0.0,1.02
1950,930,19,Period Underwear - Size S,4,17.71,0.0,9.21
1951,930,3,Organic Night Pads - Night / 14,1,7.31,0.37,0.9
1952,931,8,Organic Tampons - Regular / 16,1,4.91,0.0,0.64
1953,932,15,Organic Tampons w/ Applicator - Super / 32,4,12.44,0.0,6.47
1954,932,1,Organic Daily Pads - Regular / 20,3,5.66,0.0,2.21
1955,933,3,Organic Night Pads - Night / 14,4,7.25,0.0,3.77
1956,933,2,Organic Daily Pads - Regular / 40,4,9.56,0.0,4.97
1957,933,6,Organic Panty Liners - Day / 30,4,4.02,0.0,2.09
1958,934,16,Menstrual Cup - Size S,1,14.45,0.0,1.01
1959,934,24,Heat Patches (5-pack) - 5-pack,4,4.54,0.91,1.21
